query,zone,source,latency,timestamp
q5_confidence_dist,Z5,cache,2.9600039997603744,2026-04-16 22:04:29.590711
q3_density,Z2,cache,2.503224000975024,2026-04-16 22:04:29.695461
q5_confidence_dist,Z4,cache,2.377480999712134,2026-04-16 22:04:29.799714
q4_compare,Z4,cache,2.419446998828789,2026-04-16 22:04:29.904308
q4_compare,Z3,generator,6.784545999835245,2026-04-16 22:04:30.013204
q2_area,Z5,generator,4.434049000337836,2026-04-16 22:04:30.119472
q1_count,Z5,cache,2.0913930002279812,2026-04-16 22:04:30.223220
q2_area,Z5,cache,2.1024620000389405,2026-04-16 22:04:30.327070
q4_compare,Z5,generator,3.5512550002749776,2026-04-16 22:04:30.432527
q3_density,Z3,generator,3.202562998922076,2026-04-16 22:04:30.537676
q4_compare,Z4,generator,3.9591620006831363,2026-04-16 22:04:30.643753
q4_compare,Z5,generator,6.058864000806352,2026-04-16 22:04:30.751979
q3_density,Z2,cache,2.5297360007243697,2026-04-16 22:04:30.856484
q1_count,Z1,generator,4.298600999391056,2026-04-16 22:04:30.962709
q2_area,Z4,generator,3.908046001015464,2026-04-16 22:04:31.068549
q2_area,Z5,cache,2.4852839997038245,2026-04-16 22:04:31.172911
q3_density,Z5,generator,4.271457000868395,2026-04-16 22:04:31.278897
q2_area,Z1,generator,3.559615000995109,2026-04-16 22:04:31.384352
q3_density,Z3,cache,2.6014670002041385,2026-04-16 22:04:31.488806
q2_area,Z3,generator,3.1846189995121676,2026-04-16 22:04:31.593855
q5_confidence_dist,Z1,cache,2.4167970004782546,2026-04-16 22:04:31.698185
q2_area,Z2,cache,2.0848849999310914,2026-04-16 22:04:31.802092
q3_density,Z1,cache,2.085664000333054,2026-04-16 22:04:31.906174
q4_compare,Z5,generator,6.233730000531068,2026-04-16 22:04:32.014415
q4_compare,Z4,generator,5.61620600092283,2026-04-16 22:04:32.122114
q3_density,Z1,cache,2.108502998453332,2026-04-16 22:04:32.226216
q3_density,Z2,generator,4.508526999416063,2026-04-16 22:04:32.332674
q3_density,Z2,cache,2.099769000778906,2026-04-16 22:04:32.436646
q2_area,Z5,cache,2.0756710000569,2026-04-16 22:04:32.540555
q2_area,Z1,generator,3.6223000006430084,2026-04-16 22:04:32.646096
q4_compare,Z1,generator,5.301529999997001,2026-04-16 22:04:32.753344
q3_density,Z4,generator,3.7334099997679004,2026-04-16 22:04:32.858845
q4_compare,Z2,generator,6.3123560012172675,2026-04-16 22:04:32.967140
q2_area,Z1,generator,4.2859129989665234,2026-04-16 22:04:33.073632
q1_count,Z5,cache,2.570950000517769,2026-04-16 22:04:33.178106
q4_compare,Z4,generator,4.877895999015891,2026-04-16 22:04:33.284943
q4_compare,Z4,generator,5.9107540000695735,2026-04-16 22:04:33.392906
q4_compare,Z3,cache,2.114316999723087,2026-04-16 22:04:33.497012
q5_confidence_dist,Z4,cache,2.468398999553756,2026-04-16 22:04:33.601268
q3_density,Z4,cache,2.2949260001041694,2026-04-16 22:04:33.705397
q1_count,Z5,generator,4.566362000332447,2026-04-16 22:04:33.811846
q2_area,Z5,cache,2.1405269999377197,2026-04-16 22:04:33.916050
q4_compare,Z5,cache,2.6186039995081956,2026-04-16 22:04:34.020639
q2_area,Z2,cache,2.0091289989068173,2026-04-16 22:04:34.124397
q4_compare,Z1,generator,5.454172000099788,2026-04-16 22:04:34.231875
q5_confidence_dist,Z5,cache,2.1606390000670217,2026-04-16 22:04:34.335795
q4_compare,Z3,generator,5.650330000207759,2026-04-16 22:04:34.443456
q1_count,Z5,cache,2.5258400000893744,2026-04-16 22:04:34.547958
q2_area,Z3,cache,2.1065999990241835,2026-04-16 22:04:34.651869
q5_confidence_dist,Z1,cache,2.082004000840243,2026-04-16 22:04:34.757299
q1_count,Z1,generator,3.8054720007494325,2026-04-16 22:04:34.863044
q3_density,Z1,generator,4.323027998907492,2026-04-16 22:04:34.969336
q4_compare,Z5,generator,5.302388000927749,2026-04-16 22:04:35.076787
q1_count,Z4,cache,1.9726729988178704,2026-04-16 22:04:35.180739
q4_compare,Z5,generator,5.241783999736072,2026-04-16 22:04:35.287909
q3_density,Z2,generator,3.779292999752215,2026-04-16 22:04:35.393553
q4_compare,Z3,generator,5.442667999886908,2026-04-16 22:04:35.500955
q3_density,Z2,cache,2.045564999207272,2026-04-16 22:04:35.604793
q4_compare,Z3,generator,5.030043999795453,2026-04-16 22:04:35.711801
q1_count,Z1,generator,3.951740000047721,2026-04-16 22:04:35.817887
q3_density,Z4,cache,2.022729999225703,2026-04-16 22:04:35.921550
q5_confidence_dist,Z2,cache,2.1443639998324215,2026-04-16 22:04:36.025385
q4_compare,Z2,generator,5.041510001319693,2026-04-16 22:04:36.132281
q1_count,Z5,cache,2.4946149987954414,2026-04-16 22:04:36.236934
q5_confidence_dist,Z1,cache,2.5440829995204695,2026-04-16 22:04:36.341276
q4_compare,Z1,cache,2.503208999769413,2026-04-16 22:04:36.445541
q2_area,Z3,generator,4.446689001269988,2026-04-16 22:04:36.551963
q3_density,Z2,cache,2.3540210004284745,2026-04-16 22:04:36.656012
q4_compare,Z1,cache,2.1427259998745285,2026-04-16 22:04:36.759979
q4_compare,Z4,generator,5.836996999278199,2026-04-16 22:04:36.868153
q5_confidence_dist,Z1,cache,2.6215400012006285,2026-04-16 22:04:36.972758
q1_count,Z5,cache,2.4867249994713347,2026-04-16 22:04:37.077049
q2_area,Z4,generator,3.8597140010097064,2026-04-16 22:04:37.182767
q1_count,Z2,cache,2.1431770001072437,2026-04-16 22:04:37.286835
q4_compare,Z3,generator,4.949439999109018,2026-04-16 22:04:37.394137
q3_density,Z4,cache,2.446627999233897,2026-04-16 22:04:37.498530
q5_confidence_dist,Z5,cache,2.115571000103955,2026-04-16 22:04:37.602295
q1_count,Z2,cache,2.0864300004177494,2026-04-16 22:04:37.706170
q3_density,Z1,cache,2.0671960010076873,2026-04-16 22:04:37.810068
q1_count,Z4,generator,4.188343998976052,2026-04-16 22:04:37.916310
q4_compare,Z3,generator,5.437461999463267,2026-04-16 22:04:38.023712
q3_density,Z1,cache,1.9647699991764966,2026-04-16 22:04:38.127556
q4_compare,Z3,generator,6.092603000070085,2026-04-16 22:04:38.235664
q2_area,Z4,generator,4.694113998993998,2026-04-16 22:04:38.342195
q3_density,Z1,generator,4.003277001174865,2026-04-16 22:04:38.448166
q4_compare,Z5,cache,2.0461060012166854,2026-04-16 22:04:38.552142
q2_area,Z3,cache,2.461819000018295,2026-04-16 22:04:38.656285
q5_confidence_dist,Z5,cache,2.1283580008457648,2026-04-16 22:04:38.760258
q2_area,Z4,cache,1.7553190009493846,2026-04-16 22:04:38.863641
q1_count,Z1,generator,3.701510000610142,2026-04-16 22:04:38.969071
q1_count,Z5,cache,2.098364999255864,2026-04-16 22:04:39.072800
q5_confidence_dist,Z3,cache,2.197026000430924,2026-04-16 22:04:39.176863
q3_density,Z1,cache,2.087708000544808,2026-04-16 22:04:39.280854
q1_count,Z3,generator,4.402132999530295,2026-04-16 22:04:39.387204
q5_confidence_dist,Z4,cache,2.0610510000551585,2026-04-16 22:04:39.491115
q5_confidence_dist,Z4,cache,2.0777829995495267,2026-04-16 22:04:39.595091
q2_area,Z1,cache,1.8916329991043312,2026-04-16 22:04:39.698554
q4_compare,Z4,generator,6.057679000150529,2026-04-16 22:04:39.808044
q4_compare,Z2,generator,4.06027700046252,2026-04-16 22:04:39.913917
q2_area,Z1,generator,5.032704000768717,2026-04-16 22:04:40.021062
q3_density,Z2,generator,3.953414001443889,2026-04-16 22:04:40.126690
q5_confidence_dist,Z3,cache,2.23226500020246,2026-04-16 22:04:40.230691
q1_count,Z4,cache,1.8196180008089868,2026-04-16 22:04:40.334079
q2_area,Z2,cache,2.0624080007110024,2026-04-16 22:04:40.438064
q4_compare,Z5,generator,5.569458000536542,2026-04-16 22:04:40.545653
q5_confidence_dist,Z2,cache,1.963310998689849,2026-04-16 22:04:40.649237
q4_compare,Z5,generator,5.7707439991645515,2026-04-16 22:04:40.756769
q1_count,Z5,cache,2.3622499993507518,2026-04-16 22:04:40.861148
q5_confidence_dist,Z1,cache,2.1000280012231087,2026-04-16 22:04:40.965062
q5_confidence_dist,Z4,cache,2.1044969998911256,2026-04-16 22:04:41.069446
q3_density,Z1,cache,1.9777440011239378,2026-04-16 22:04:41.173291
q2_area,Z2,generator,4.0609259995108005,2026-04-16 22:04:41.279035
q1_count,Z4,cache,1.8105790004483424,2026-04-16 22:04:41.382710
q3_density,Z3,cache,1.8934400013677077,2026-04-16 22:04:41.486120
q4_compare,Z5,generator,5.45966899881023,2026-04-16 22:04:41.593549
q2_area,Z3,generator,4.845719000513782,2026-04-16 22:04:41.700100
q3_density,Z2,generator,3.9232629987964174,2026-04-16 22:04:41.805657
q3_density,Z4,generator,3.8202530013222713,2026-04-16 22:04:41.911142
q3_density,Z1,cache,2.4207529986597365,2026-04-16 22:04:42.015551
q2_area,Z3,cache,1.9934470001317095,2026-04-16 22:04:42.119198
q5_confidence_dist,Z4,cache,1.9654690004244912,2026-04-16 22:04:42.222814
q5_confidence_dist,Z1,cache,2.1886119993723696,2026-04-16 22:04:42.326817
q1_count,Z1,cache,2.385718000368797,2026-04-16 22:04:42.430915
q1_count,Z5,generator,3.195873001459404,2026-04-16 22:04:42.535957
q2_area,Z1,cache,2.1278399999573594,2026-04-16 22:04:42.640007
q3_density,Z3,cache,2.0689060002041515,2026-04-16 22:04:42.743832
q1_count,Z4,cache,1.8973629994434305,2026-04-16 22:04:42.847443
q5_confidence_dist,Z2,cache,1.9917700010410044,2026-04-16 22:04:42.951097
q5_confidence_dist,Z2,cache,1.990355000089039,2026-04-16 22:04:43.054662
q1_count,Z1,cache,2.110575000187964,2026-04-16 22:04:43.158453
q4_compare,Z5,cache,2.2139369993965374,2026-04-16 22:04:43.262609
q3_density,Z1,generator,3.981439000199316,2026-04-16 22:04:43.368570
q1_count,Z3,generator,4.3659040002239635,2026-04-16 22:04:43.474680
q5_confidence_dist,Z4,cache,1.9017119993804954,2026-04-16 22:04:43.578357
q4_compare,Z2,generator,3.864176998831681,2026-04-16 22:04:43.684203
q3_density,Z5,generator,6.556230999194668,2026-04-16 22:04:43.792562
q2_area,Z1,cache,2.4270309986604843,2026-04-16 22:04:43.897042
q5_confidence_dist,Z2,cache,2.3719989985693246,2026-04-16 22:04:44.001106
q5_confidence_dist,Z1,cache,2.567274001194164,2026-04-16 22:04:44.105784
q3_density,Z4,cache,2.846543000487145,2026-04-16 22:04:44.210737
q3_density,Z1,generator,5.140081999343238,2026-04-16 22:04:44.317890
q1_count,Z2,cache,2.074128000458586,2026-04-16 22:04:44.421857
q3_density,Z2,cache,1.988678000998334,2026-04-16 22:04:44.525572
q4_compare,Z2,generator,4.559603999950923,2026-04-16 22:04:44.632014
q1_count,Z2,cache,1.8217819997516926,2026-04-16 22:04:44.735385
q3_density,Z5,cache,1.8574360001366585,2026-04-16 22:04:44.838782
q2_area,Z2,cache,1.9115920003969222,2026-04-16 22:04:44.942594
q4_compare,Z2,generator,8.19685200076492,2026-04-16 22:04:45.053096
q4_compare,Z5,cache,2.456457999869599,2026-04-16 22:04:45.157532
q5_confidence_dist,Z4,cache,2.085338999677333,2026-04-16 22:04:45.261237
q3_density,Z2,cache,2.08219799969811,2026-04-16 22:04:45.365424
q5_confidence_dist,Z3,cache,2.4951519990281668,2026-04-16 22:04:45.470021
q4_compare,Z2,generator,6.4937999995891005,2026-04-16 22:04:45.578428
q1_count,Z4,cache,2.0494220007094555,2026-04-16 22:04:45.682533
q4_compare,Z5,generator,5.661440000039875,2026-04-16 22:04:45.790348
q1_count,Z5,cache,2.040225999735412,2026-04-16 22:04:45.893982
q5_confidence_dist,Z3,cache,2.1082279999973252,2026-04-16 22:04:45.998016
q2_area,Z1,generator,4.192106998743839,2026-04-16 22:04:46.103859
q5_confidence_dist,Z5,cache,2.9312210008356487,2026-04-16 22:04:46.208759
q1_count,Z2,generator,3.977461999966181,2026-04-16 22:04:46.314812
q2_area,Z3,cache,1.7841600001702318,2026-04-16 22:04:46.418261
q1_count,Z1,generator,3.513158999339794,2026-04-16 22:04:46.523585
q3_density,Z4,generator,4.3118920002598315,2026-04-16 22:04:46.629601
q5_confidence_dist,Z2,cache,2.410536999377655,2026-04-16 22:04:46.733954
q5_confidence_dist,Z1,cache,2.5205760011886014,2026-04-16 22:04:46.838104
q2_area,Z5,generator,5.392406999817467,2026-04-16 22:04:46.945496
q1_count,Z4,generator,4.255580000972259,2026-04-16 22:04:47.051792
q2_area,Z2,generator,4.768109998622094,2026-04-16 22:04:47.158476
q2_area,Z3,cache,2.0422069992491743,2026-04-16 22:04:47.262430
q4_compare,Z5,cache,2.1343720000004396,2026-04-16 22:04:47.366352
q1_count,Z1,cache,2.1054429998912383,2026-04-16 22:04:47.470196
q2_area,Z1,generator,4.758630000651465,2026-04-16 22:04:47.576905
q4_compare,Z1,generator,6.996751999395201,2026-04-16 22:04:47.686221
q4_compare,Z3,cache,2.320055999007309,2026-04-16 22:04:47.790776
q2_area,Z4,cache,2.288232999489992,2026-04-16 22:04:47.895215
q4_compare,Z1,generator,5.686254999091034,2026-04-16 22:04:48.003185
q3_density,Z1,cache,1.8518550004955614,2026-04-16 22:04:48.106687
q3_density,Z1,cache,1.8966279985761503,2026-04-16 22:04:48.210280
q4_compare,Z1,cache,1.85356699876138,2026-04-16 22:04:48.313677
q5_confidence_dist,Z5,cache,1.9451619991741609,2026-04-16 22:04:48.417284
q2_area,Z2,generator,3.919873999620904,2026-04-16 22:04:48.522881
q5_confidence_dist,Z1,cache,2.0319859995652223,2026-04-16 22:04:48.626669
q4_compare,Z1,generator,5.1302560004842235,2026-04-16 22:04:48.733923
q2_area,Z5,generator,4.3122360002598725,2026-04-16 22:04:48.840412
q4_compare,Z2,cache,2.1132820002094377,2026-04-16 22:04:48.944390
q5_confidence_dist,Z2,cache,2.0713639987661736,2026-04-16 22:04:49.048516
q5_confidence_dist,Z5,cache,2.4263130017061485,2026-04-16 22:04:49.152604
q4_compare,Z3,cache,1.8955189989355858,2026-04-16 22:04:49.256123
q2_area,Z1,cache,2.3101370006770594,2026-04-16 22:04:49.360423
q5_confidence_dist,Z3,cache,2.3315300004469464,2026-04-16 22:04:49.464876
q1_count,Z1,cache,2.488394999090815,2026-04-16 22:04:49.569436
q5_confidence_dist,Z3,cache,2.1505179993255297,2026-04-16 22:04:49.673531
q1_count,Z2,cache,2.7287339999020332,2026-04-16 22:04:49.778504
q5_confidence_dist,Z4,cache,2.8368409984977916,2026-04-16 22:04:49.883722
q5_confidence_dist,Z5,cache,2.5113440005952725,2026-04-16 22:04:49.988181
q2_area,Z3,cache,2.268370999445324,2026-04-16 22:04:50.092455
q2_area,Z4,cache,2.347571000427706,2026-04-16 22:04:50.196820
q4_compare,Z5,generator,6.303798998487764,2026-04-16 22:04:50.305344
q3_density,Z4,cache,2.4898749998101266,2026-04-16 22:04:50.409941
q5_confidence_dist,Z5,cache,2.180873998440802,2026-04-16 22:04:50.513815
q2_area,Z1,cache,1.935679001690005,2026-04-16 22:04:50.617479
q5_confidence_dist,Z4,cache,1.9228869987273356,2026-04-16 22:04:50.721138
q3_density,Z1,cache,2.647043998877052,2026-04-16 22:04:50.826073
q1_count,Z2,generator,4.361453000456095,2026-04-16 22:04:50.932485
q1_count,Z5,generator,4.855573999520857,2026-04-16 22:04:51.039527
q2_area,Z3,cache,1.9324780005263165,2026-04-16 22:04:51.143295
q4_compare,Z4,cache,1.986031998967519,2026-04-16 22:04:51.246841
q4_compare,Z1,generator,7.157979998737574,2026-04-16 22:04:51.355922
q3_density,Z3,cache,1.9025900000997353,2026-04-16 22:04:51.459632
q2_area,Z1,cache,1.772448000338045,2026-04-16 22:04:51.563015
q2_area,Z1,cache,1.8270159998792224,2026-04-16 22:04:51.666481
q4_compare,Z1,generator,5.841087000590051,2026-04-16 22:04:51.774384
q3_density,Z5,generator,4.65101100053289,2026-04-16 22:04:51.881257
q2_area,Z5,cache,1.9435439990047598,2026-04-16 22:04:51.984980
q2_area,Z3,cache,1.8193729993072338,2026-04-16 22:04:52.088587
q5_confidence_dist,Z1,cache,2.531939000618877,2026-04-16 22:04:52.192862
q2_area,Z5,cache,2.3002829984761775,2026-04-16 22:04:52.296722
q1_count,Z3,cache,2.2306740011117654,2026-04-16 22:04:52.400526
q2_area,Z1,cache,1.8051590013783425,2026-04-16 22:04:52.503871
q4_compare,Z5,generator,5.557006999879377,2026-04-16 22:04:52.611130
q4_compare,Z3,generator,5.838603001393494,2026-04-16 22:04:52.718746
q5_confidence_dist,Z1,cache,2.046788000370725,2026-04-16 22:04:52.822554
q2_area,Z1,cache,1.9288510011392646,2026-04-16 22:04:52.926526
q5_confidence_dist,Z5,cache,2.138617001037346,2026-04-16 22:04:53.030712
q2_area,Z1,generator,4.6056640003371285,2026-04-16 22:04:53.137458
q4_compare,Z2,generator,6.07863500044914,2026-04-16 22:04:53.245291
q4_compare,Z3,cache,1.8635899996297667,2026-04-16 22:04:53.348890
q5_confidence_dist,Z2,cache,2.5762240002222825,2026-04-16 22:04:53.453665
q3_density,Z2,cache,2.4758179988566553,2026-04-16 22:04:53.557962
q2_area,Z5,generator,4.839008999624639,2026-04-16 22:04:53.664808
q3_density,Z2,cache,1.8739619990810752,2026-04-16 22:04:53.768286
q5_confidence_dist,Z1,cache,1.9729109990294091,2026-04-16 22:04:53.871933
q4_compare,Z4,generator,6.032031000358984,2026-04-16 22:04:53.979814
q2_area,Z2,cache,1.8120259992429055,2026-04-16 22:04:54.083286
q5_confidence_dist,Z2,cache,2.2847689997433918,2026-04-16 22:04:54.187223
q1_count,Z3,generator,3.3358900000166614,2026-04-16 22:04:54.292357
q3_density,Z5,cache,1.858755000284873,2026-04-16 22:04:54.395858
q3_density,Z1,cache,1.7705949994706316,2026-04-16 22:04:54.499124
q2_area,Z2,generator,4.119360999538912,2026-04-16 22:04:54.605046
q5_confidence_dist,Z4,cache,2.1485249999386724,2026-04-16 22:04:54.708945
q3_density,Z4,cache,2.0127790012338664,2026-04-16 22:04:54.812815
q2_area,Z2,cache,1.940087000548374,2026-04-16 22:04:54.916729
q1_count,Z1,cache,2.091177999318461,2026-04-16 22:04:55.020842
q2_area,Z5,generator,4.962156001056428,2026-04-16 22:04:55.128023
q4_compare,Z4,cache,1.9209329984732904,2026-04-16 22:04:55.232030
q4_compare,Z5,cache,2.0864069992967416,2026-04-16 22:04:55.335959
q3_density,Z3,cache,2.0830940011364873,2026-04-16 22:04:55.439747
q3_density,Z1,cache,2.4006749990803655,2026-04-16 22:04:55.544150
q4_compare,Z4,generator,5.22138599990285,2026-04-16 22:04:55.651246
q2_area,Z2,cache,2.020074000029126,2026-04-16 22:04:55.754949
q3_density,Z2,cache,2.4883740006771404,2026-04-16 22:04:55.859477
q5_confidence_dist,Z2,cache,2.4644790009915596,2026-04-16 22:04:55.964135
q3_density,Z1,cache,2.6862570011871867,2026-04-16 22:04:56.068924
q3_density,Z5,cache,2.643425999849569,2026-04-16 22:04:56.173527
q4_compare,Z4,generator,5.916317000810523,2026-04-16 22:04:56.281600
q1_count,Z3,cache,2.504113001123187,2026-04-16 22:04:56.385893
q4_compare,Z5,cache,2.0339729999250267,2026-04-16 22:04:56.489584
q3_density,Z4,cache,1.8480320013622986,2026-04-16 22:04:56.593005
q1_count,Z2,cache,2.510092999727931,2026-04-16 22:04:56.697051
q2_area,Z4,cache,2.9542649990617065,2026-04-16 22:04:56.802176
q3_density,Z2,cache,2.182064999942668,2026-04-16 22:04:56.906179
q5_confidence_dist,Z3,cache,1.9106210002064472,2026-04-16 22:04:57.009719
